psmid|articleid|assetid|counter
cho_diax_1939-1946_0001_000_0000|65|FXTXFX844432640|1
cho_diax_1939-1946_0001_000_0000|66|XBRSIM441935694|1
cho_diax_1939-1946_0001_000_0000|67|JFLBWH163771607|1
cho_diax_1939-1946_0001_000_0000|68|GVEMVV694731105|1
cho_diax_1939-1946_0001_000_0000|69|IHDLRY444539298|1
cho_diax_1939-1946_0001_000_0000|7|RMFHMZ933855621|1
cho_diax_1939-1946_0001_000_0000|70|EXDSCT715278578|1
cho_diax_1939-1946_0001_000_0000|71|MMOXFD907790328|1
cho_diax_1939-1946_0001_000_0000|72|GWPMQC557431946|1
cho_diax_1939-1946_0001_000_0000|73|ZIRXRW283237692|1
cho_diax_1939-1946_0001_000_0000|74|VLTKYH056039679|1
cho_diax_1939-1946_0001_000_0000|75|CPVZCX460522235|1
cho_diax_1939-1946_0001_000_0000|76|EYMWLP213389346|1
cho_diax_1939-1946_0001_000_0000|77|CNESZD873047184|1
cho_binx_1943_0020_000_0000|188|LPVAGL129953995|1
cho_diax_1939-1946_0001_000_0000|79|GAQTAM240500322|1
cho_diax_1939-1946_0001_000_0000|8|WZTAHA721303184|1
cho_diax_1939-1946_0001_000_0000|80|ZKOLDA165950920|1
cho_diax_1939-1946_0001_000_0000|81|ZKHOFZ917765297|1
cho_diax_1939-1946_0001_000_0000|82|QKCWVR777050933|1
cho_diax_1939-1946_0001_000_0000|83|XEIJBZ157955953|1
cho_diax_1939-1946_0001_000_0000|84|SHXKTB974001647|1
cho_diax_1939-1946_0001_000_0000|85|HGDUZB727227784|1
cho_diax_1939-1946_0001_000_0000|86|ETNPLJ026348943|1
cho_diax_1939-1946_0001_000_0000|87|ETVXQB491398864|1
cho_diax_1939-1946_0001_000_0000|88|WCBEGH891396785|1
cho_diax_1939-1946_0001_000_0000|89|MOYOQC332443776|1
cho_diax_1939-1946_0001_000_0000|9|CQIQOR512088573|1
cho_diax_1939-1946_0001_000_0000|90|PAQUNS341273214|1
cho_diax_1939-1946_0001_000_0000|91|VPVAPQ157592511|1
cho_diax_1939-1946_0001_000_0000|92|SBUMKO816854811|1
cho_diax_1939-1946_0001_000_0000|93|THMLGX918565521|1
cho_diax_1939-1946_0001_000_0000|94|TPBZIP995108652|1
cho_diax_1939-1946_0001_000_0000|95|GFAABA340900998|1
cho_diax_1939-1946_0001_000_0000|96|GNMQRG155932242|1
cho_diax_1939-1946_0001_000_0000|97|JQMBSP223504618|1
cho_diax_1939-1946_0001_000_0000|98|MNMYBA239563329|1
cho_diax_1939-1946_0001_000_0000|99|UXBUZX243963130|1
cho_diax_1939-1946_0002_000_0000|1|TFHRIG798803834|1
cho_diax_1939-1946_0002_000_0000|10|BVDBTJ639843554|1
cho_diax_1939-1946_0002_000_0000|100|UHKRRH829305267|1
cho_diax_1939-1946_0002_000_0000|101|ISVGIG887822972|1
cho_diax_1939-1946_0002_000_0000|102|ISMYGW361248830|1
cho_diax_1939-1946_0002_000_0000|103|TAQPFP038857071|1
cho_diax_1939-1946_0002_000_0000|104|AUTZVY813102935|1
cho_diax_1939-1946_0002_000_0000|105|FSEPAW718391003|1
cho_diax_1939-1946_0002_000_0000|106|LFMGKB098434367|1
cho_diax_1939-1946_0002_000_0000|107|QSYHWA215733907|1
cho_diax_1939-1946_0002_000_0000|108|CGJOES200872430|1
cho_diax_1939-1946_0002_000_0000|109|ZNLUDL544935255|1
cho_diax_1939-1946_0002_000_0000|11|NUXZUV300520860|1
cho_diax_1939-1946_0002_000_0000|110|FBTIDN311766019|1
cho_diax_1939-1946_0002_000_0000|111|UFNUFP917016794|1
cho_binx_1943_0020_000_0000|189|LTOVOQ597228892|1
cho_diax_1939-1946_0002_000_0000|113|WDQSBK754103798|1
cho_diax_1939-1946_0002_000_0000|114|JRIIIZ418158657|1
cho_diax_1939-1946_0002_000_0000|115|PQVFLB884024338|1
cho_diax_1939-1946_0002_000_0000|116|HKQKBA260417033|1
cho_diax_1939-1946_0002_000_0000|117|NAXXAU129595079|1
cho_diax_1939-1946_0002_000_0000|118|JEDBUY403954614|1
cho_diax_1939-1946_0002_000_0000|119|XJXXFI773067893|1
cho_diax_1939-1946_0002_000_0000|12|AKNKIY134690968|1
cho_diax_1939-1946_0002_000_0000|120|AYSWXG973445037|1
cho_diax_1939-1946_0002_000_0000|121|CXMVGR248337825|1
cho_diax_1939-1946_0002_000_0000|122|IVRQLO224716898|1
cho_diax_1939-1946_0002_000_0000|123|MHHDIA403244816|1
cho_diax_1939-1946_0002_000_0000|124|OKYAIB989074032|1
cho_diax_1939-1946_0002_000_0000|125|AGVGBT333422494|1
cho_diax_1939-1946_0002_000_0000|126|LQWRCH749143298|1
cho_diax_1939-1946_0002_000_0000|127|WSGVAM856390643|1
cho_binx_1933-1934_0010_000_0000|125|OKIRRD841256150|1
cho_diax_1939-1946_0002_000_0000|129|VAIBWH660856775|1
cho_diax_1939-1946_0002_000_0000|13|YNCUKQ603056266|1
cho_diax_1939-1946_0002_000_0000|130|ZGKLOX308703797|1
cho_diax_1939-1946_0002_000_0000|131|NMIAYU230638967|1
cho_diax_1939-1946_0002_000_0000|132|GLBRGJ616668472|1
cho_diax_1939-1946_0002_000_0000|133|GCALRC371898227|1
cho_diax_1939-1946_0002_000_0000|134|PMCQYQ591596300|1
cho_diax_1939-1946_0002_000_0000|135|EUFQYZ198773042|1
cho_diax_1939-1946_0002_000_0000|136|RXWLZE361470670|1
cho_diax_1939-1946_0002_000_0000|137|FIQZNK168768625|1
cho_diax_1939-1946_0002_000_0000|138|GRIWTM325865706|1
cho_diax_1939-1946_0002_000_0000|139|VAOENS552732867|1
cho_binx_1943_0020_000_0000|19|DIGLTL967138482|1
cho_diax_1939-1946_0002_000_0000|140|TOJHUN448818483|1
cho_diax_1939-1946_0002_000_0000|141|PONFAD126674083|1
cho_diax_1939-1946_0002_000_0000|142|UAFHZD683664144|1
cho_diax_1939-1946_0002_000_0000|143|KPDQLG927454411|1
cho_diax_1939-1946_0002_000_0000|144|IVEJZZ776953359|1
cho_diax_1939-1946_0002_000_0000|145|EVAEAY220776867|1
cho_diax_1939-1946_0002_000_0000|146|JSWRBA874721705|1
cho_diax_1939-1946_0002_000_0000|147|SFLQNU991586161|1
cho_diax_1939-1946_0002_000_0000|148|ARZIXL865960724|1
cho_diax_1939-1946_0002_000_0000|149|HZXRTQ157090960|1
cho_diax_1939-1946_0002_000_0000|15|AUYPPK849839052|1
cho_diax_1939-1946_0002_000_0000|150|PKQLZT729825066|1
cho_diax_1939-1946_0002_000_0000|151|GAEDYQ841883341|1
cho_diax_1939-1946_0002_000_0000|152|BQXQFT503867167|1
cho_diax_1939-1946_0002_000_0000|153|FCHPOC116514028|1
cho_diax_1939-1946_0002_000_0000|154|WPTPKK418597826|1
cho_diax_1939-1946_0002_000_0000|155|LDXPIJ169770828|1
cho_diax_1939-1946_0002_000_0000|156|EMKDVT542284432|1
cho_diax_1939-1946_0002_000_0000|157|JAAKQT669044086|1
cho_diax_1939-1946_0002_000_0000|158|ZCJDEZ846516049|1
cho_diax_1939-1946_0002_000_0000|159|YEELEL758539879|1
cho_diax_1939-1946_0002_000_0000|16|KSDCMI802949104|1
cho_diax_1939-1946_0002_000_0000|160|PVKVBU696390169|1
cho_diax_1939-1946_0002_000_0000|161|HZOUGG357704134|1
cho_diax_1939-1946_0002_000_0000|162|EVVTYX030716320|1
cho_diax_1939-1946_0002_000_0000|163|EPERNO630779625|1
cho_diax_1939-1946_0002_000_0000|164|XJJGLA259827479|1
cho_diax_1939-1946_0002_000_0000|165|LEJUJR738031840|1
cho_diax_1939-1946_0002_000_0000|166|NTZAYK389818587|1
cho_diax_1939-1946_0002_000_0000|167|BTFUEU739032236|1
cho_diax_1939-1946_0002_000_0000|168|KMRPQW840278251|1
cho_diax_1939-1946_0002_000_0000|169|LPLSPR744959508|1
cho_diax_1939-1946_0002_000_0000|17|SJOWWT232214500|1
cho_diax_1939-1946_0002_000_0000|170|MDDQCF976499992|1
cho_diax_1939-1946_0002_000_0000|171|ROIFLL296066591|1
cho_diax_1939-1946_0002_000_0000|172|QQQWYV344420375|1
cho_binx_1943_0020_000_0000|190|MOKLKG556703106|1
cho_diax_1939-1946_0002_000_0000|174|JWDYOC350669049|1
cho_diax_1939-1946_0002_000_0000|175|TPAZVQ245063550|1
cho_bcrc_1949_0001_000_0000|44|PXWKEP011637606|1
cho_diax_1939-1946_0002_000_0000|177|LOPVWF119248836|1
cho_diax_1939-1946_0002_000_0000|178|NBSXPU508196730|1
cho_diax_1939-1946_0002_000_0000|179|IIKRBD929997653|1
cho_diax_1939-1946_0002_000_0000|18|VAEXSZ594398079|1
cho_diax_1939-1946_0002_000_0000|180|TQMCNU002185926|1
cho_diax_1939-1946_0002_000_0000|181|CIUAVT434632566|1
cho_diax_1939-1946_0002_000_0000|182|IWUWCO510670711|1
cho_diax_1939-1946_0002_000_0000|183|DMTHEM259650385|1
cho_diax_1939-1946_0002_000_0000|184|ESUWLQ392247329|1
cho_diax_1939-1946_0002_000_0000|185|FUKTVF998970848|1
cho_diax_1939-1946_0002_000_0000|186|ZTHLUW944232764|1
cho_diax_1939-1946_0002_000_0000|187|PVFDOY542327219|1
cho_diax_1939-1946_0002_000_0000|188|JCTOGN931359137|1
cho_diax_1939-1946_0002_000_0000|189|LVUWSB907889999|1
cho_diax_1939-1946_0002_000_0000|19|MLMIIL283393562|1
cho_diax_1939-1946_0002_000_0000|190|APOTXH192426543|1
cho_diax_1939-1946_0002_000_0000|191|JSWLXW234091129|1
cho_diax_1939-1946_0002_000_0000|192|GWYMZV946025185|1
cho_diax_1939-1946_0002_000_0000|193|CKSLYC381083729|1
cho_diax_1939-1946_0002_000_0000|194|GBPIZN698109931|1
cho_diax_1939-1946_0002_000_0000|195|HEOLTZ394763755|1
cho_diax_1939-1946_0002_000_0000|196|PTTATJ448822184|1
cho_binx_1927-1928_0004_000_0000|19|SMXJTC990502159|1
cho_diax_1939-1946_0002_000_0000|198|TBCKUS924315032|1
cho_diax_1939-1946_0002_000_0000|199|OJMIAU288091317|1
cho_diax_1939-1946_0002_000_0000|2|ESLBIA393154984|1
cho_diax_1939-1946_0002_000_0000|20|KKDPZQ291732651|1
cho_diax_1939-1946_0002_000_0000|200|PCWSNU957440411|1
cho_diax_1939-1946_0002_000_0000|201|SLYJQJ544529259|1
cho_binx_1933-1934_0010_000_0000|126|HTOJPV336998426|1
cho_diax_1939-1946_0002_000_0000|203|OVAZDI962515941|1
cho_diax_1939-1946_0002_000_0000|204|MPFEBP874310741|1
cho_diax_1939-1946_0002_000_0000|205|XYLULS461930760|1
cho_diax_1939-1946_0002_000_0000|206|BTFQDO440579674|1
cho_diax_1939-1946_0002_000_0000|207|MUOUHD541652905|1
cho_diax_1939-1946_0002_000_0000|208|GFLRPE507968942|1
cho_diax_1939-1946_0002_000_0000|209|LFFPES432167191|1
cho_diax_1939-1946_0002_000_0000|21|XANHSI126651209|1
cho_diax_1939-1946_0002_000_0000|210|RFUPHG557236152|1
cho_diax_1939-1946_0002_000_0000|211|OWAVPB812278263|1
cho_binx_1943_0020_000_0000|191|JARFOI708260772|1
cho_diax_1939-1946_0002_000_0000|213|NYTHZJ765950136|1
cho_diax_1939-1946_0002_000_0000|214|EBPUQA905933654|1
cho_diax_1939-1946_0002_000_0000|215|AEYQEX563282163|1
cho_diax_1939-1946_0002_000_0000|216|WPHNIN128020093|1
cho_diax_1939-1946_0002_000_0000|217|FZPLUH456627743|1
cho_diax_1939-1946_0002_000_0000|218|YPIWWD516853236|1
cho_diax_1939-1946_0002_000_0000|219|WGZXZP432278557|1
cho_diax_1939-1946_0002_000_0000|22|PHYGYD489320803|1
cho_diax_1939-1946_0002_000_0000|220|WFSSIJ362411074|1
cho_diax_1939-1946_0002_000_0000|221|VNCXYO196432727|1
cho_diax_1939-1946_0002_000_0000|222|NHAMMC244153879|1
cho_diax_1939-1946_0002_000_0000|223|CMEAFC724856273|1
cho_diax_1939-1946_0002_000_0000|224|HBPJZM255537337|1
cho_diax_1939-1946_0002_000_0000|225|ZRAKJS271063954|1
cho_diax_1939-1946_0002_000_0000|226|XZXZHI219719655|1
cho_diax_1939-1946_0002_000_0000|227|JWUMDR554513450|1
cho_binx_1943_0020_000_0000|192|DOIJZS360108162|1
cho_diax_1939-1946_0002_000_0000|229|YAFDJW573117639|1
cho_diax_1939-1946_0002_000_0000|23|TTJFRJ054807917|1
cho_diax_1939-1946_0002_000_0000|230|RHDKZN306067090|1
cho_diax_1939-1946_0002_000_0000|231|JOEOWQ180652046|1
cho_diax_1939-1946_0002_000_0000|232|LQZKVN376710392|1
cho_diax_1939-1946_0002_000_0000|233|CNHTUY239339182|1
cho_diax_1939-1946_0002_000_0000|234|QPNWYK334475958|1
cho_diax_1939-1946_0002_000_0000|235|DZLJYI377657599|1
cho_diax_1939-1946_0002_000_0000|236|OGNLGI045219497|1
cho_diax_1939-1946_0002_000_0000|237|QAWMZJ646877841|1
cho_diax_1939-1946_0002_000_0000|238|QBZSTH086486158|1
cho_diax_1939-1946_0002_000_0000|239|AAFPSM199568235|1
cho_diax_1939-1946_0002_000_0000|24|NGRBHK223421324|1
cho_diax_1939-1946_0002_000_0000|240|CVXJMD912751018|1
cho_diax_1939-1946_0002_000_0000|241|LAEDWU878547616|1
cho_diax_1939-1946_0002_000_0000|242|FSZVFM172081688|1
cho_diax_1939-1946_0002_000_0000|243|RRWVYP819298006|1
cho_diax_1939-1946_0002_000_0000|244|SMCZWN423367943|1
cho_diax_1939-1946_0002_000_0000|245|HSEWHG506966837|1
cho_diax_1939-1946_0002_000_0000|246|ZRGRCK570094318|1
cho_diax_1939-1946_0002_000_0000|247|QJDBPU933506187|1
cho_diax_1939-1946_0002_000_0000|248|VGVTXY787005912|1
cho_binx_1933-1934_0010_000_0000|127|KNCLNO263226829|1
cho_diax_1939-1946_0002_000_0000|25|IWJHFM088244003|1
cho_binx_1943_0020_000_0000|193|BJEYXV697793427|1
cho_diax_1939-1946_0002_000_0000|251|ILIJSR087686228|1
cho_diax_1939-1946_0002_000_0000|252|OKPCCT342145890|1
cho_diax_1939-1946_0002_000_0000|253|ZBLHMV843677291|1
cho_diax_1939-1946_0002_000_0000|254|PBUMPT931834631|1
cho_diax_1939-1946_0002_000_0000|255|XFUOJE857984439|1
cho_diax_1939-1946_0002_000_0000|256|TYBCHZ111604417|1
cho_diax_1939-1946_0002_000_0000|257|UJNUSW868428362|1
cho_diax_1939-1946_0002_000_0000|258|DPPNQR871443963|1
cho_diax_1939-1946_0002_000_0000|259|LKZIKX280154489|1
cho_diax_1939-1946_0002_000_0000|26|LBUBDW994541022|1
cho_diax_1939-1946_0002_000_0000|260|FVURKT472290281|1
cho_diax_1939-1946_0002_000_0000|261|NYDFPN171134451|1
cho_diax_1939-1946_0002_000_0000|262|OWIFLG022696626|1
cho_binx_1943_0020_000_0000|194|FZOUVJ690884981|1
cho_diax_1939-1946_0002_000_0000|264|OZIIGI851883890|1
cho_diax_1939-1946_0002_000_0000|265|PNULZL280496543|1
cho_diax_1939-1946_0002_000_0000|266|BTGXVI029378768|1
cho_diax_1939-1946_0002_000_0000|267|YFSJOB967913211|1
cho_diax_1939-1946_0002_000_0000|268|PRKTLW223708256|1
cho_diax_1939-1946_0002_000_0000|269|BZHMJD381402875|1
cho_diax_1939-1946_0002_000_0000|27|JLRUDX505204314|1
cho_diax_1939-1946_0002_000_0000|270|BIITVN517684790|1
cho_diax_1939-1946_0002_000_0000|271|ZJZSSF623486653|1
cho_diax_1939-1946_0002_000_0000|28|YZFINN089860392|1
cho_diax_1939-1946_0002_000_0000|29|HGBEOG652501726|1
cho_diax_1939-1946_0002_000_0000|3|SYOMXV560076583|1
cho_diax_1939-1946_0002_000_0000|30|CDRHSX358555623|1
cho_diax_1939-1946_0002_000_0000|31|TBFKSR691920569|1
cho_diax_1939-1946_0002_000_0000|32|XMVVEM405015265|1
cho_diax_1939-1946_0002_000_0000|33|RGERCA752046624|1
cho_diax_1939-1946_0002_000_0000|34|QIQCBU255836945|1
cho_diax_1939-1946_0002_000_0000|35|LNZSCA581675107|1
cho_diax_1939-1946_0002_000_0000|36|GVOESM446983232|1
cho_binx_1927-1928_0004_000_0000|2|JURPSG335342701|1
cho_binx_1933-1934_0010_000_0000|128|HDPXKY058128225|1
cho_diax_1939-1946_0002_000_0000|39|GSBSAY733702785|1
cho_diax_1939-1946_0002_000_0000|4|YHRNFS342445305|1
cho_diax_1939-1946_0002_000_0000|40|EPFJHO275551800|1
cho_diax_1939-1946_0002_000_0000|41|BKNODA046733833|1
cho_diax_1939-1946_0002_000_0000|42|IMXNWY456298933|1
cho_diax_1939-1946_0002_000_0000|43|BCTTVX712902145|1
cho_binx_1943_0020_000_0000|195|ZJNQXL828288607|1
cho_diax_1939-1946_0002_000_0000|45|RIRQXZ216010538|1
cho_diax_1939-1946_0002_000_0000|46|KLONQZ849433543|1
cho_diax_1939-1946_0002_000_0000|47|CNMGFT324163356|1
cho_diax_1939-1946_0002_000_0000|48|UWQKLW870557712|1
cho_diax_1939-1946_0002_000_0000|49|YNXGDX100245277|1
cho_diax_1939-1946_0002_000_0000|5|ENLGUD905343511|1
cho_diax_1939-1946_0002_000_0000|50|HJDOOS978384155|1
cho_diax_1939-1946_0002_000_0000|51|IIYAWW093387739|1
cho_diax_1939-1946_0002_000_0000|52|VTQPOL563827257|1
cho_diax_1939-1946_0002_000_0000|53|UVYBQE761274755|1
cho_diax_1939-1946_0002_000_0000|54|JJXPUZ970888249|1
cho_diax_1939-1946_0002_000_0000|55|ATTFRM899189735|1
cho_diax_1939-1946_0002_000_0000|56|PFGVWC503509252|1
cho_diax_1939-1946_0002_000_0000|57|OJVKWP705548920|1
cho_diax_1939-1946_0002_000_0000|58|NHDYBD302870161|1
cho_diax_1939-1946_0002_000_0000|59|HCREJP803242089|1
cho_diax_1939-1946_0002_000_0000|6|SGIWWK027121694|1
cho_diax_1939-1946_0002_000_0000|60|KQYKCM711616176|1
cho_diax_1939-1946_0002_000_0000|61|YFTMYI227465065|1
cho_diax_1939-1946_0002_000_0000|62|CBPEPT089301977|1
cho_diax_1939-1946_0002_000_0000|63|FXAVTG874504644|1
cho_diax_1939-1946_0002_000_0000|64|JLZVRM483045490|1
cho_diax_1939-1946_0002_000_0000|65|XZGJRN721784763|1
cho_diax_1939-1946_0002_000_0000|66|OHGXUG667119045|1
cho_diax_1939-1946_0002_000_0000|67|MTJOFO638314770|1
cho_diax_1939-1946_0002_000_0000|68|VKJYPJ614506120|1
cho_diax_1939-1946_0002_000_0000|69|CYKWWE108035705|1
cho_diax_1939-1946_0002_000_0000|7|KIODPI531722546|1
cho_binx_1943_0020_000_0000|196|TLWLAI771729970|1
cho_diax_1939-1946_0002_000_0000|71|YDYXZU435075863|1
cho_diax_1939-1946_0002_000_0000|72|PTDWXM052300756|1
cho_diax_1939-1946_0002_000_0000|73|REINER318201186|1
cho_diax_1939-1946_0002_000_0000|74|BPKZFZ657000580|1
cho_diax_1939-1946_0002_000_0000|75|TWKFSJ791205672|1
cho_diax_1939-1946_0002_000_0000|76|PGMFRZ210471284|1
cho_diax_1939-1946_0002_000_0000|77|STPLKF612005126|1
cho_diax_1939-1946_0002_000_0000|78|NAMLGC106224660|1
cho_diax_1939-1946_0002_000_0000|79|MGILSH044470068|1
cho_diax_1939-1946_0002_000_0000|8|ZNTJHB905108346|1
cho_diax_1939-1946_0002_000_0000|80|SOBRIE545088718|1
cho_diax_1939-1946_0002_000_0000|81|RNPAOB895959759|1
cho_diax_1939-1946_0002_000_0000|82|UOFSIX048782317|1
cho_diax_1939-1946_0002_000_0000|83|ITOVSY869960449|1
cho_diax_1939-1946_0002_000_0000|84|OYFOLR179066196|1
cho_diax_1939-1946_0002_000_0000|85|HVFYSP744403221|1
cho_diax_1939-1946_0002_000_0000|86|KTQRKB754251773|1
cho_binx_1933-1934_0010_000_0000|129|YCABXM301153311|1
cho_diax_1939-1946_0002_000_0000|88|HKSJSH168053257|1
cho_diax_1939-1946_0002_000_0000|89|ZMBZBW969563124|1
cho_diax_1939-1946_0002_000_0000|9|GZCZKD445443610|1
cho_diax_1939-1946_0002_000_0000|90|BWAMZU931170327|1
cho_diax_1939-1946_0002_000_0000|91|FOQMYK504160147|1
cho_diax_1939-1946_0002_000_0000|92|DMNUJT941896867|1
cho_diax_1939-1946_0002_000_0000|93|TWGCMT183314474|1
cho_diax_1939-1946_0002_000_0000|94|MGANFE462108034|1
cho_diax_1939-1946_0002_000_0000|95|RZYICN775412066|1
cho_diax_1939-1946_0002_000_0000|96|MSBZFG160357859|1
cho_diax_1939-1946_0002_000_0000|97|CVSRUP123349355|1
cho_diax_1939-1946_0002_000_0000|98|NZXABM903453905|1
cho_diax_1939-1946_0002_000_0000|99|VPMENW033158156|1
cho_diax_1947-1948_0000_000_0000|1|DYHYIY732698924|1
cho_diax_1947-1948_0000_000_0000|10|PDIPJV119887741|1
cho_diax_1947-1948_0000_000_0000|100|WDWRWU756859738|1
cho_diax_1947-1948_0000_000_0000|101|TGOSFY275254811|1
cho_diax_1947-1948_0000_000_0000|102|JCBBLJ769500605|1
cho_diax_1947-1948_0000_000_0000|103|XHNETS704912118|1
cho_diax_1947-1948_0000_000_0000|104|RESQEG585928485|1
cho_diax_1947-1948_0000_000_0000|105|WJCMRH928756336|1
cho_diax_1947-1948_0000_000_0000|106|NWITEV490498826|1
cho_diax_1947-1948_0000_000_0000|107|QSFVEW075109861|1
cho_diax_1947-1948_0000_000_0000|108|ZZOYXG531794019|1
cho_diax_1947-1948_0000_000_0000|109|BTDKYQ794300092|1
cho_diax_1947-1948_0000_000_0000|11|AAJBJS818798493|1
cho_diax_1947-1948_0000_000_0000|110|FZEEGB697490567|1
cho_diax_1947-1948_0000_000_0000|111|MXZUMF527165437|1
cho_diax_1947-1948_0000_000_0000|112|XYRYFZ933615241|1
cho_diax_1947-1948_0000_000_0000|113|FPAQQI921237459|1
cho_diax_1947-1948_0000_000_0000|114|KJYFGC581576246|1
cho_diax_1947-1948_0000_000_0000|115|KIZSEW196465470|1
cho_diax_1947-1948_0000_000_0000|116|EEOIRG367475270|1
cho_diax_1947-1948_0000_000_0000|117|XWPGHX415217417|1
cho_diax_1947-1948_0000_000_0000|118|QBGCZL477383955|1
cho_diax_1947-1948_0000_000_0000|119|BRYLMR387643176|1
cho_diax_1947-1948_0000_000_0000|12|CQNDRM077005629|1
cho_diax_1947-1948_0000_000_0000|120|WTFOSC184905007|1
cho_diax_1947-1948_0000_000_0000|121|RIICDD252565034|1
cho_diax_1947-1948_0000_000_0000|122|KFCYUM639726170|1
cho_diax_1947-1948_0000_000_0000|123|SXWPZS437736187|1
cho_diax_1947-1948_0000_000_0000|124|WHQYTQ709568267|1
cho_diax_1947-1948_0000_000_0000|125|HTKZBU634479148|1
cho_diax_1947-1948_0000_000_0000|126|CAYTII711502133|1
cho_diax_1947-1948_0000_000_0000|127|VKDGCP534297773|1
cho_diax_1947-1948_0000_000_0000|128|QMXCCB702467578|1
cho_diax_1947-1948_0000_000_0000|129|LZBADN743468471|1
cho_diax_1947-1948_0000_000_0000|13|MIMOPH857229110|1
cho_diax_1947-1948_0000_000_0000|130|YIMZBO291133363|1
cho_diax_1947-1948_0000_000_0000|131|RNFHSI826136184|1
cho_binx_1943_0020_000_0000|197|YDBIJC514008696|1
cho_diax_1947-1948_0000_000_0000|133|UFNEVC055633989|1
cho_diax_1947-1948_0000_000_0000|134|LLXDKV437704806|1
cho_diax_1947-1948_0000_000_0000|135|ALJFDX927265730|1
cho_diax_1947-1948_0000_000_0000|136|SRVAJG018020925|1
cho_diax_1947-1948_0000_000_0000|137|THJPJM920372356|1
cho_diax_1947-1948_0000_000_0000|138|WAUOXF188908334|1
cho_diax_1947-1948_0000_000_0000|139|VQFHJK230680225|1
cho_diax_1947-1948_0000_000_0000|14|ICDTKN846640129|1
cho_diax_1947-1948_0000_000_0000|140|BFDSRM519077120|1
cho_diax_1947-1948_0000_000_0000|141|PPREDT783310371|1
cho_diax_1947-1948_0000_000_0000|142|WEMQJN545254539|1
cho_diax_1947-1948_0000_000_0000|143|VCJZTM336438778|1
cho_diax_1947-1948_0000_000_0000|144|FRHWIS011990928|1
cho_diax_1947-1948_0000_000_0000|145|GXYRBZ191315891|1
cho_diax_1947-1948_0000_000_0000|146|LTRYXF478416028|1
cho_diax_1947-1948_0000_000_0000|147|WQPZTD357855421|1
cho_diax_1947-1948_0000_000_0000|148|OBIWCC057864024|1
cho_diax_1947-1948_0000_000_0000|149|GNYPOH502338496|1
cho_diax_1947-1948_0000_000_0000|15|SENPUP736519968|1
cho_diax_1947-1948_0000_000_0000|150|PZRIPB035278651|1
cho_diax_1947-1948_0000_000_0000|151|RBIGEH550127500|1
cho_diax_1947-1948_0000_000_0000|152|KWSWXX828912646|1
cho_diax_1947-1948_0000_000_0000|153|TZXFYI709307907|1
cho_diax_1947-1948_0000_000_0000|154|VBXYJW299217878|1
cho_diax_1947-1948_0000_000_0000|155|AHOKVT326427667|1
cho_diax_1947-1948_0000_000_0000|156|UMDVQL189468123|1
cho_diax_1947-1948_0000_000_0000|157|HOCFNF740988757|1
cho_diax_1947-1948_0000_000_0000|158|GDYQHI168050872|1
cho_diax_1947-1948_0000_000_0000|159|JRAVKR598984530|1
cho_diax_1947-1948_0000_000_0000|16|VGMXXT164036785|1
cho_diax_1947-1948_0000_000_0000|160|BQYHQQ710552347|1
cho_diax_1947-1948_0000_000_0000|161|HOUMPY326915498|1
cho_diax_1947-1948_0000_000_0000|162|UDHBSX067001353|1
cho_diax_1947-1948_0000_000_0000|163|UAWKKQ522774180|1
cho_diax_1947-1948_0000_000_0000|164|GLWYEK662507870|1
cho_diax_1947-1948_0000_000_0000|165|YSEGQS078028796|1
cho_diax_1947-1948_0000_000_0000|166|QZWRVK152789241|1
cho_diax_1947-1948_0000_000_0000|167|CSDDCU374272240|1
cho_binx_1943_0020_000_0000|198|BYTQGL621790835|1
cho_diax_1947-1948_0000_000_0000|169|QITJEQ174082875|1
cho_diax_1947-1948_0000_000_0000|17|TZYLXL223048564|1
cho_bcrc_1938_0000_000_0000|2|ZYUOJQ834725243|1
cho_diax_1947-1948_0000_000_0000|171|QDHLNG760829131|1
cho_diax_1947-1948_0000_000_0000|172|BMYWAR435156894|1
cho_bcrc_1938_0000_001_0000|87|UGZHQG317362921|1
cho_diax_1947-1948_0000_000_0000|174|DQAYOM694275394|1
cho_diax_1947-1948_0000_000_0000|175|QXBMWP759444442|1
cho_diax_1947-1948_0000_000_0000|176|UGILZG338109127|1
cho_diax_1947-1948_0000_000_0000|177|AZFGFU940643695|1
cho_diax_1947-1948_0000_000_0000|178|WTKSAU708496698|1
cho_diax_1947-1948_0000_000_0000|179|OQRGVR751457182|1
cho_diax_1947-1948_0000_000_0000|18|KHJJIG514254897|1
cho_diax_1947-1948_0000_000_0000|180|KEUROG876556702|1
cho_diax_1947-1948_0000_000_0000|181|IPWDTZ417814595|1
cho_diax_1947-1948_0000_000_0000|182|WDNQYR168099035|1
cho_diax_1947-1948_0000_000_0000|183|SANKTH623224195|1
cho_diax_1947-1948_0000_000_0000|184|ZPSJLT895626912|1
cho_diax_1947-1948_0000_000_0000|185|NEXDUU639575448|1
cho_diax_1947-1948_0000_000_0000|186|ANJHJB559244279|1
cho_diax_1947-1948_0000_000_0000|187|DAQCFZ054393085|1
cho_diax_1947-1948_0000_000_0000|188|ARBXXZ555766160|1
cho_diax_1947-1948_0000_000_0000|189|ZDVTUY720265656|1
cho_diax_1947-1948_0000_000_0000|19|JVVVXH333088118|1
cho_bcrc_1949_0001_000_0000|5|XOQMMH582068664|1
